,rn,total_cnt,file_infos,regist_id,regist_nm,regist_dt,regist_date,updt_id,updt_nm,updt_dt,updt_date,data_id,data_nm,dataset_nm,dataset_dc,data_dc,cl_code,cl_full_nm,cl_nm_new,grid_provd_ennc,file_provd_ennc,api_provd_ennc,link_provd_ennc,raw_data_provd_ennc,entity_id,api_id,provd_instt_id,provd_instt_nm,jrsd_instt_code,jrsd_instt_nm,kwrd_one,kwrd_two,kwrd_three,job_charger_psitn,job_charger_nm,job_charger_tlphon_no,dataset_rm,lang,lang_nm,hold_stl_code,hold_stle_nm,updt_cycle_code,updt_cycle_nm,nxttrm_regist_prarnde,threeman_right_incls_ennc,ccl_code,ccl_nm,opn_year,realm_code,rdcnt,data_rm,tot_cnt,map_provd_ennc,chart_provd_ennc
71,72,1054,,,,2014.10.14,,,,,,20141014000000000049,생산·가공R&D 과제정보,농림수산식품 생산/가공 R&D 정보,,농림수산식품 생산·가공R&D 과제 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_PRCSS_TASK,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1093,,0,N,N
72,73,1054,,,,2014.09.16,,,,,,20141014000000000054,생산시스템R&D 논문정보,농림수산식품 생산시스템 R&D 정보,,농림수산식품 생산시스템R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_SYS_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,250,,0,N,N
73,74,1054,,,,2014.10.14,,,,,,20141014000000000057,생산시스템R&D 특허정보,농림수산식품 생산시스템 R&D 정보,,농림수산식품 생산시스템R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_SYS_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,225,,0,N,N
74,75,1054,,,,2014.10.14,,,,,,20141014000000000071,농업 수입지출 통계정보(총괄통계),생산경영정보,,농작물 영농과정 정보 및 농업경영회계 통계정보 제공,1910,농축산기술 > 영농,,Y,Y,Y,N,Y,TI_EPIS_FARM_SMRIZE_STATS,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,231,,0,N,Y
75,76,1054,,,,2014.10.14,,,,,,20141014000000000074,동네맛집 정보,농어촌체험마을정보,,체험마을 주변 맛집,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_VILCFR_TASTE_HOUSE,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,215,,0,N,N
76,77,1054,,,,2014.06.09,,,,,,20141014000000000075,객실 정보,농어촌체험마을정보,,체험마을내 숙박시설 객실별 정보,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_RUM_INFO,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,170,,0,N,N
77,78,1054,,,,2014.10.14,,,,,,20141014000000000076,체험 마을 주변 숙박,농어촌체험마을정보,,체험마을 주변 숙박 정보,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_EXPRN_CFR_STAYNG,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,220,,0,N,N
78,79,1054,,,,2014.10.14,,,,,,20141014000000000082,농림축산검역검사기술개발 연구성과 정보,농림축산검역검사기술개발 연구성과 정보,,"수행년도, 사업구분, 과제분류, 과제명, 성과명, 연구책임자 등",1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_QIA_QRANT_RSRCH_RSLT,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,133,,0,N,N
79,80,1054,,,,2014.10.15,,,,,,20141015000000000150,숲에 사는 식물 정보,숲에 사는 식물 정보(산림문화·휴양정보),,숲길(지리산둘레길)에 대한 지도서비스,1201,산림 > 산림자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,84,,0,N,N
80,81,1054,,,,2014.10.29,,,,,,20141029000000000342,로컬 푸드 직매장 현황,로컬푸드 직매장 현황,,2014년 7월기준 전국의 로컬푸드 직매장 현황,1303,유통 > 유통관리,,Y,Y,Y,N,Y,TI_MAFRA_T_LCFOOD_DTSHD_ST,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,502,,0,Y,N
81,82,1054,,,,2014.09.17,,,,,,20141014000000000011,농림업 생산지수,농림업생산액 및 생산지수,,"농림업의 생산액을 산출, 지수화하여 연도별 생산구조의 변화 추이 파악 및 생산동향 조회 서비스",2105,식품산업 > 통계,,Y,Y,Y,N,Y,TI_MAFRA_AGLFRS_PRDCTN_IDEX,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,708,,0,N,Y
82,83,1054,,,,2014.10.14,,,,,,20141014000000000037,IBT융합기술R&D 논문정보,농림수산식품 IBT 융합 R&D 정보,,농림수산식품 IBT 융합 R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_IBT_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,187,,0,N,N
83,84,1054,,,,2014.10.14,,,,,,20141014000000000041,문화R&D 논문정보,농림수산식품 문화 R&D 정보,,농림수산식품 문화R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_CLTUR_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,367,,0,N,N
84,85,1054,,,,2014.10.14,,,,,,20141014000000000040,문화R&D 과제정보,농림수산식품 문화 R&D 정보,,농림수산식품 문화R&D 과제 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_CLTUR_TASK,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1821,,0,N,N
85,86,1054,,,,2014.10.14,,,,,,20141014000000000043,문화R&D 특허정보,농림수산식품 문화 R&D 정보,,농림수산식품 문화R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_CLTUR_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,355,,0,N,N
86,87,1054,,,,2014.10.14,,,,,,20141014000000000045,바이오R&D 논문정보,농림수산식품 바이오 R&D 정보,,농림수산식품 바이오R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_BIO_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,297,,0,N,N
87,88,1054,,,,2014.10.14,,,,,,20141014000000000047,바이오R&D 특허정보,농림수산식품 바이오 R&D 정보,,농림수산식품 바이오R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_BIO_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,360,,0,N,N
88,89,1054,,,,2014.10.14,,,,,,20141014000000000050,생산·가공R&D 논문정보,농림수산식품 생산/가공 R&D 정보,,농림수산식품 생산·가공R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_PRCSS_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,214,,0,N,N
89,90,1054,,,,2014.10.14,,,,,,20141014000000000052,생산·가공R&D 특허정보,농림수산식품 생산/가공 R&D 정보,,농림수산식품 생산·가공R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_PRCSS_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,204,,0,N,N
90,91,1054,,,,2014.10.14,,,,,,20141014000000000053,생산시스템R&D 과제정보,농림수산식품 생산시스템 R&D 정보,,농림수산식품 생산시스템R&D 과제 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_PRDCTN_SYS_TASK,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,904,,0,N,N
91,92,1054,,,,2014.10.14,,,,,,20141014000000000058,식품·유통R&D 과제정보,농림수산식품 식품/유통 R&D 정보,,농림수산식품 식품·유통R&D 과제 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_FOOD_DISTB_TASK,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1274,,0,N,N
92,93,1054,,,,2014.10.14,,,,,,20141014000000000059,식품·유통R&D 논문정보,농림수산식품 식품/유통 R&D 정보,,농림수산식품 식품·유통R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_FOOD_DISTB_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,267,,0,N,N
93,94,1054,,,,2014.09.08,,,,,,20141014000000000061,식품·유통R&D 특허정보,농림수산식품 식품/유통 R&D 정보,,농림수산식품 식품·유통R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_FOOD_DISTB_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,258,,0,N,N
94,95,1054,,,,2014.10.14,,,,,,20141014000000000064,자원·환경·생태기반R&D 논문정보,농림수산식품 자원/환경/생태기반 R&D 정보,,농림수산식품 자원·환경·생태기반R&D 논문 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_RESRCE_ENVRN_THESIS,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,356,,0,N,N
95,96,1054,,,,2014.10.14,,,,,,20141014000000000063,자원·환경·생태기반R&D 과제정보,농림수산식품 자원/환경/생태기반 R&D 정보,,농림수산식품자원·환경·생태기반R&D 과제 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_RESRCE_ENVRN_TASK,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1373,,0,N,N
96,97,1054,,,,2014.10.14,,,,,,20141014000000000067,자원·환경·생태기반R&D 특허정보,농림수산식품 자원/환경/생태기반 R&D 정보,,농림수산식품 자원·환경·생태기반R&D 특허 정보,1909,농축산기술 > R&D,,Y,Y,Y,N,Y,TI_IPET_RESRCE_ENVRN_PATENT,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,458,,0,N,N
97,98,1054,,,,2014.08.12,,,,,,20141014000000000070,승마장 정보,승마시설정보,,우리나라 전국에 운영중인 승마장 인가업체 정보,1800,말산업,,Y,Y,Y,N,Y,TI_KRA_HORSE_COUE_INFO,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,541,,0,Y,N
98,99,1054,,,,2014.10.14,,,,,,20141014000000000073,체험식단 정보,농어촌체험마을정보,,마을 체험식단,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_EXPRN_DIET,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,191,,0,N,N
99,100,1054,,,,2014.10.14,,,,,,20141014000000000077,마을축제 정보,농어촌체험마을정보,,마을 주관 축제 정보,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_VILAGE_FSTVL,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,272,,0,N,N
100,101,1054,,,,2014.10.14,,,,,,20141014000000000079,주요시설 정보,농어촌체험마을정보,,체험마을 주요시설,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_MAIN_FCLTY,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,159,,0,N,N
101,102,1054,,,,2014.10.14,,,,,,20141014000000000080,캠핑 정보,농어촌체험마을정보,,체험마을 캠핌장,1703,농촌복지 > 농촌관광,,Y,Y,Y,N,Y,TI_KRC_CAMPING,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,302,,0,Y,N
102,103,1054,,,,2014.10.15,,,,,,20141015000000000107,기타 가축통계,기타가축통계,,시도별 기타가축 사육농가 및 사육마릿수 조회 서비스,1101,축산 > 동물,,N,Y,N,N,N,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,1198,,0,N,N
103,104,1054,,,,2014.10.14,,,,,,20141014000000000089,전국 도매시장 일별 경락가격,경락가격정보서비스,,"전국 34개 공영도매시장의 일별 농수축산물의 정산된 경락가격 정보 제공
원시데이터는 월별로 집계하여 익월 10일 개방됩니다.",1301,유통 > 유통가격,,Y,Y,Y,Y,Y,TI_EPIS_WHSAL_MRKT_DAY_AUCCT,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,67888,,0,N,N
104,105,1054,,,,2014.10.29,,,,,,20141029000000000344,전통식품산업실태조사,전통식품산업 실태조사,,전통식품제조업체 시장규모와 산업 전반 흐름을 파악을 위한 실태조사 정보,2101,식품산업 > 가공식품,,N,Y,N,N,N,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,189,,0,N,N
105,106,1054,,,,2014.11.04,,,,,,20141104000000000354,농기계별 면세유 공급현황,면세유사후관리,,"2013~14년 농협별 농기계기종별 면세유 배정현황
",1907,농축산기술 > 농자재,,Y,Y,Y,N,Y,TI_MAFRA_FRCN_TAXXPT_OIL,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,332,,0,N,Y
106,107,1054,,,,2014.10.29,,,,,,20141029000000000343,식품 명인 현황,식품명인 현황,,"(2014년 7월 현재) 우수한 우리 식품의 계승발전을 위해 지정한 식품제조, 가공, 조리 등의 분야의 식품명인 현황",2101,식품산업 > 가공식품,,Y,Y,Y,N,Y,TI_MAFRA_T_NWPTMST_APPN,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,173,,0,N,N
107,108,1054,,,,2014.10.29,,,,,,20141029000000000345,거베라 품종보호 화보집,품종보호 등록품종 화보,,"품종보호 출원하여 등록된 거베라, 국화 품종에 대한 식물 소개(꽃 이미지, 품종설명 등)",1906,농축산기술 > 종자,,N,Y,N,N,N,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,83,,0,N,N
108,109,1054,,,,2014.10.29,,,,,,20141029000000000346,수입식물검역정보,식물검역정보,,식물의 수입 검역통계 정보,2001,검역 > 검사검수,,Y,N,Y,Y,N,TI_QIA_IMPORT_PLNT_QRANT,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,240,,0,N,N
109,110,1054,,,,2014.10.31,,,,,,20141031000000000349,농산물 브랜드현황,농축산물 브랜드 현황,,2017년말 기준으로 조사된 시도별 농축산물 브랜드 현황,1303,유통 > 유통관리,,Y,N,Y,N,N,TI_MAFRA_T_FRMPRD_BRAND,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,467,,0,N,N
110,111,1054,,,,2014.10.31,,,,,,20141031000000000352,농축산물 시장접근물량 현황,농축산물 시장접근물량(TRQ) 현황,,"2014년 농축산물 시장접근물량(TRQ-일정물량은 저율관세, 그 이상의 초과물량은 고율관세를 부과하여 수출국들에게 최소한의 시장접근 기회를 제공하는 제도) 현황",2402,농업정책 > 국외정책,,Y,Y,Y,N,Y,TI_MAFRA_T_ARPRD_MKTS_VLM,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,205,,0,N,N
111,112,1054,,,,2014.10.31,,,,,,20141031000000000353,식물 세밀화 정보,식물세밀화정보(국가생물종지식정보),,"식물자원의 항목별 정보 및 상세정보를 조회할수 있는 서비스로서 식물도감,희귀식물,특산식물,식물표본, 식물자원, 기준표본, 식물종자, 보유식물, 보호림, 보호수, 식물세밀화, 관속식물 분포, 민속식물, 귀화식물 정보등을 조회할수 있다.",1902,농축산기술 > 생명자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,171,,0,N,N
112,113,1054,,,,2013.05.23,,,,,,20141020000000000315,농업 경영 컨설팅 인증현황,농업경영컨설팅지원사업,,"지역별 지원대상별(후계농, 귀농, 법입) 인증현황",1911,농축산기술 > 경영,,N,Y,N,N,N,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,248,,0,N,N
113,114,1054,,,,2014.10.20,,,,,,20141020000000000316,컨설팅 분야별 지원현황,농업경영컨설팅지원사업,,"컨설팅 분야(경영역량강화, 대외혁신역량강화)별, 컨설팅 수행기관 및 지원현황",1911,농축산기술 > 경영,,Y,Y,Y,N,Y,TI_MAFRA_T_CNSL_SPT_ENS_ST,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,160,,0,N,Y
114,115,1054,,,,2014.10.20,,,,,,20141020000000000319,전체 노지작물 수확(재배) 경영체수 현황,농업경영체등록관리,,지역별 재배품목별 경영체수 현황,1911,농축산기술 > 경영,,Y,N,Y,N,N,TI_MAFRA_ALL_CROPS_MNENT,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,346,,0,N,N
115,116,1054,,,,2014.10.16,,,,,,20141016000000000228,축산물 경락가격,경락가격정보서비스,,"경락가격정보를 조회하기 위한 서비스로서 농산물, 축산물, 수산물, 화훼류, 산지공판장, 종합유통센터별로 조회",1301,유통 > 유통가격,,Y,Y,Y,Y,Y,TI_EPIS_SFRMPRD_AUCCT,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,2712,,0,N,N
116,117,1054,,,,2013.03.14,,,,,,20141015000000000168,양잠 농가현황(양잠농가 소득현황),기능성양잠산업현황,,"잠업에 종사하는 전국의 모든 잠업가구의 양잠형태별 생산현황, 누에 생산 및 판매현황 조회 서비스",1105,축산 > 곤충,,Y,Y,Y,N,Y,TI_MAFRA_FARMHOUSE_STTUS,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,405,,0,N,Y
117,118,1054,,,,2013.12.25,,,,,,20141015000000000170,기본정보(목재제품 DB백과),목재제품 DB백과(한국임업진흥원) ,,"15개의 목재제품을 정의, 영명, 주요용도, 관련용어설명, 종류, 현황, 유통경로, 특성으로 구분하며 정보 제공",1201,산림 > 산림자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,64,,0,N,N
118,119,1054,,,,2014.10.15,,,,,,20141015000000000171,상세정보(목재제품 DB백과),목재제품 DB백과(한국임업진흥원) ,,"15개의 목재제품을 정의, 영명, 주요용도, 관련용어설명, 종류, 현황, 유통경로, 특성으로 구분하며 정보 제공",1201,산림 > 산림자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,90,,0,N,N
119,120,1054,,,,2014.10.15,,,,,,20141015000000000175,상세정보(임산물 DB백과),임산물 DB백과(임업진흥원) ,,"90개의 임산물을 정의, 종류, 분포, 형태/구조, 식물학적특성, 생태적특성, 생리적특성, 용도, 효능으로 구분하며 정보 제공",1201,산림 > 산림자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,44,,0,N,N
120,121,1054,,,,2014.10.15,,,,,,20141015000000000176,민속식물 정보,민속식물(국가생물종지식정보),,우리나라 민속식물에 대한 종 및 특허 정보 등을 제공,1902,농축산기술 > 생명자원,,N,N,N,Y,N,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,51,,0,N,N
121,122,1054,,,,2014.10.15,,,,,,20141015000000000177,여성 농업인 실태 조사,여성농업인실태조사,,"표본으로 선정된 조사구내 농가에서 지난 1년 3개월이상 농업에 종사한 만15세이상 여성농업인(1,500명) 통계조회 서비스",1910,농축산기술 > 영농,,N,Y,N,N,N,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,862,,0,N,N
122,123,1054,,,,2014.10.15,,,,,,20141015000000000179,작목별 기술정보 분류,작목별 농업기술정보 서비스,,작목별 농업기술정보 서비스 작목별 기술정보 분류,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,82,,0,N,N
123,124,1054,,,,2013.08.12,,,,,,20141015000000000180,작목별 기술 목록,작목별 농업기술정보 서비스,,작목별 농업기술정보 서비스 작목별 기술 목록,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,74,,0,N,N
124,125,1054,,,,2014.10.15,,,,,,20141015000000000181,작목별 기술 상세정보,작목별 농업기술정보 서비스,,작목별 농업기술정보 서비스 작목별 기술 상세정보,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,134,,0,N,N
125,126,1054,,,,2014.10.15,,,,,,20141015000000000186,품목별 관리매뉴얼 상세정보,품목별 관리매뉴얼 서비스,,품목별 관리메뉴얼 서비스 품목별 관리매뉴얼 상세정보,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,118,,0,N,N
126,127,1054,,,,2013.11.13,,,,,,20141015000000000187,양잠 농가현황(기능성 양잠업 종사경력),기능성양잠산업현황,,"잠업에 종사하는 전국의 모든 잠업가구의 양잠형태별 생산현황, 누에 생산 및 판매현황 조회 서비스",1105,축산 > 곤충,,Y,Y,Y,N,Y,TI_MAFRA_FUNCTIONALITY_ENGAGE,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,482,,0,N,Y
127,128,1054,,,,2014.10.15,,,,,,20141015000000000188,주간농사정보 목록,주간농사정보 서비스,,주간농사정보 서비스 주간농사정보 목록,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,147,,0,N,N
128,129,1054,,,,2014.10.15,,,,,,20141015000000000189,주간농사정보 상세정보,주간농사정보 서비스,,주간농사정보 서비스 주간농사정보 상세정보,1910,농축산기술 > 영농,,N,N,N,Y,N,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,134,,0,N,N
129,130,1054,,,,2014.10.16,,,,,,20141016000000000241,농수축산물 조사가격정보,기관조사가격서비스,,"농림축산식품부 농수축산물 조사요령에 의거
농수산물유통공사, 농협중앙회, 수협중앙회에서 유통단계별(산지, 공영도매시장, 시장 등) 조사대상 품목 조사가격 정보",1301,유통 > 유통가격,,Y,Y,Y,Y,Y,TI_EPIS_AGFIPROD_AUCCT_INFO,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,2727,,0,N,N
